iter	Logloss
480	0.3050928252
481	0.305048486
482	0.3049686609
483	0.30489062
484	0.3047937915
485	0.3047266079
486	0.3046429134
487	0.3046085733
488	0.3045450155
489	0.3044585537
490	0.304356334
491	0.3042950443
492	0.3042269762
493	0.3041620538
494	0.3040979507
495	0.3040118169
496	0.3039496284
497	0.3038784466
498	0.3037995814
499	0.3037251646
500	0.3036565247
501	0.3035895183
502	0.3035059707
503	0.3034491425
504	0.3033903444
505	0.3033251689
506	0.3032526578
507	0.3031644805
508	0.3030897986
509	0.3029972404
510	0.3029421388
511	0.3028748346
512	0.3027779996
513	0.3027398313
514	0.3026600219
515	0.302567423
516	0.3024992825
517	0.3024305331
518	0.3023634711
519	0.3022972727
520	0.3021997847
521	0.3021210452
522	0.3020447359
523	0.3019796322
524	0.3019385826
525	0.3018555254
526	0.3018011541
527	0.3017338686
528	0.3016736576
529	0.301592299
530	0.3015191603
531	0.3014593098
532	0.3013853057
533	0.3013028963
534	0.3012119172
535	0.3011620239
536	0.3010949265
537	0.3010042857
538	0.3009198192
539	0.3008642573
540	0.3008167075
541	0.3007319886
542	0.3006362505
543	0.3005541017
544	0.3005130185
545	0.3004368819
546	0.3003616448
547	0.3002983036
548	0.300226194
549	0.3001465873
550	0.3000784092
551	0.2999948873
552	0.2999317974
553	0.2998678863
554	0.2997984796
555	0.2997299942
556	0.2996737971
557	0.2996246315
558	0.299554397
559	0.2994717862
560	0.299391754
561	0.2993843302
562	0.299296348
563	0.2992099389
564	0.2991451943
565	0.2990779911
566	0.2990226418
567	0.2989406421
568	0.2988515625
569	0.298757937
570	0.2987109066
571	0.2986862978
572	0.2986221816
573	0.2985309604
574	0.2984507883
575	0.2983560583
576	0.2982871559
577	0.2982323009
578	0.2981968251
579	0.2981522471
580	0.2980665616
581	0.2979909694
582	0.2979201512
583	0.2978801777
584	0.2978024685
585	0.2977302169
586	0.2976790163
587	0.2975957726
588	0.2974986105
589	0.2974199681
590	0.2973434854
591	0.2972775789
592	0.2972045673
593	0.2971572009
594	0.2971061398
595	0.2970404656
596	0.2969450811
597	0.2968880242
598	0.2968193603
599	0.2967487652
600	0.2966952431
601	0.2966252362
602	0.2965497085
603	0.2964853173
604	0.2964096718
605	0.296345728
606	0.2962734322
607	0.2962222029
608	0.2961706734
609	0.2961049585
610	0.2960325497
611	0.2959586492
612	0.2958989933
613	0.29582667
614	0.2957636228
615	0.2956958999
616	0.2956415328
617	0.2955720847
618	0.2954889424
619	0.2954134013
620	0.2953298765
621	0.2952597837
622	0.2952058582
623	0.2951334207
624	0.2950735724
625	0.2950236223
626	0.2949328631
627	0.2948669176
628	0.2947882058
629	0.294735697
630	0.2946664173
631	0.2945908947
632	0.2945308769
633	0.2944608706
634	0.2943789176
635	0.294317179
636	0.2942680127
637	0.2941833454
638	0.294111494
639	0.2940611406
640	0.2939682965
641	0.2938927454
642	0.2938319864
643	0.293780452
644	0.2937100971
645	0.2936197541
646	0.2935313391
647	0.2934558045
648	0.2934141269
649	0.2933476279
650	0.2932655714
651	0.2932011003
652	0.2931184697
653	0.2930546112
654	0.2929764178
655	0.292915918
656	0.2928693715
657	0.2927848799
658	0.2927391908
659	0.2926869811
660	0.2926229461
661	0.2925339249
662	0.2924886971
663	0.2924388176
664	0.2923805299
665	0.2923321415
666	0.2922645598
667	0.292203617
668	0.2921439837
669	0.2920769035
670	0.2920147887
671	0.29193451
672	0.2918653977
673	0.2917936729
674	0.2917139282
675	0.2916516886
676	0.291577165
677	0.2915077225
678	0.2914138968
679	0.2913548279
680	0.2912946081
681	0.291238159
682	0.2911727386
683	0.29112108
684	0.2910419382
685	0.2909863907
686	0.2909257832
687	0.2908691717
688	0.2907932991
689	0.2907394401
690	0.2906876498
691	0.2906265059
692	0.2905555296
693	0.2905024172
694	0.2904167083
695	0.2903483936
696	0.2902743485
697	0.2902198614
698	0.2901276187
699	0.2900659406
700	0.2900099652
701	0.2899615388
702	0.2899035567
703	0.2898428177
704	0.2897675258
705	0.2896907006
706	0.2896408894
707	0.2895941781
708	0.2895347688
709	0.2894745807
710	0.2894186619
711	0.2893473309
712	0.289283882
713	0.2892261485
714	0.2891591108
715	0.2891023086
716	0.2890343967
717	0.2889792542
718	0.2889368126
719	0.2888818692
720	0.2888308962
721	0.288776848
722	0.2886906269
723	0.2886250286
724	0.2885696887
725	0.2885143771
726	0.2884613843
727	0.288399679
728	0.2883526042
729	0.2882808328
730	0.2882410621
731	0.2881800877
732	0.2881336093
733	0.2880583335
734	0.2879921413
735	0.2879390313
736	0.2878688635
737	0.2878067382
738	0.2877481516
739	0.2876887958
740	0.2876137706
741	0.2875632602
742	0.2875156048
743	0.2874782179
744	0.2873996394
745	0.2873659906
746	0.2873101167
747	0.2872435222
748	0.287200196
749	0.2871413203
750	0.287087274
751	0.2870306419
752	0.2869300915
753	0.2868856009
754	0.2868125065
755	0.2867625659
756	0.2866954383
757	0.2866206448
758	0.2865423619
759	0.2864784283
760	0.2864267912
761	0.2863598343
762	0.2862965364
763	0.2862306076
764	0.2861794777
765	0.2861030873
766	0.2860441409
767	0.2860017216
768	0.2859475074
769	0.2858764517
770	0.2858051885
771	0.2857637989
772	0.2856863615
773	0.2856294713
774	0.285592809
775	0.2855195836
776	0.2854640823
777	0.2853879944
778	0.2853489721
779	0.2852939103
780	0.2852449965
781	0.285179232
782	0.2851325901
783	0.2850490673
784	0.2849891749
785	0.2849024128
786	0.2848259928
787	0.2847826853
788	0.2847173291
789	0.2846654175
790	0.2846133462
791	0.2845594454
792	0.2845031256
793	0.284450563
794	0.2843915386
795	0.2843262852
796	0.2842775483
797	0.2842233809
798	0.2841785373
799	0.284130848
800	0.2840586936
801	0.2840123103
802	0.2839549594
803	0.2838923595
804	0.2838062186
805	0.2837554997
806	0.2836904437
807	0.2836434618
808	0.2835847106
809	0.2835371335
810	0.2834613512
811	0.2834185735
812	0.2833602785
813	0.28330095
814	0.2832400036
815	0.2831772565
816	0.2831272539
817	0.2830780294
818	0.2830105051
819	0.2829802755
820	0.2829109775
821	0.2828371999
822	0.2827866098
823	0.282714873
824	0.282640358
825	0.2825833636
826	0.2825354939
827	0.2824869319
828	0.2824371625
829	0.2823760172
830	0.2823080259
831	0.2822620638
832	0.2822045108
833	0.2821564362
834	0.2820758431
835	0.2820166809
836	0.281987902
837	0.2819354271
838	0.2818583238
839	0.2818207322
840	0.2817774276
841	0.2817215697
842	0.2816595372
843	0.2816114364
844	0.2815779767
845	0.2815511878
846	0.2814944253
847	0.2814426656
848	0.2813777798
849	0.2813325032
850	0.2812548512
851	0.2812054868
852	0.2811169971
853	0.2810545007
854	0.2810069644
855	0.2809624798
856	0.2809058628
857	0.2808612024
858	0.2807821484
859	0.2807153669
860	0.2806682648
861	0.2806218693
862	0.280578628
863	0.2805045507
864	0.2804352954
865	0.2804019127
866	0.28033407
867	0.2802613797
868	0.2801977444
869	0.2801481399
870	0.2801027104
871	0.2800577127
872	0.2800055871
873	0.2799490314
874	0.2799281649
875	0.2798668127
876	0.2798200623
877	0.2797601958
878	0.2797061536
879	0.2796595493
880	0.2796099653
881	0.279552102
882	0.2795007464
883	0.2794337748
884	0.2793847035
885	0.2793333934
886	0.2792928076
887	0.2792415826
888	0.2791982757
889	0.2791405258
890	0.2790667206
891	0.2790147892
892	0.2789711618
893	0.2789142969
894	0.2788799308
895	0.2788182744
896	0.2787479685
897	0.2786867088
898	0.2785898634
899	0.2785348484
900	0.2784453417
901	0.2783563868
902	0.2782958859
903	0.2782415147
904	0.2781852755
905	0.2781342467
906	0.2780893333
907	0.2780370359
908	0.278008246
909	0.2779243913
910	0.2778727392
911	0.2778126134
912	0.2777576807
913	0.2777004193
914	0.2776650197
915	0.2776230997
916	0.2775579321
917	0.2774823814
918	0.2774078295
919	0.2773598301
920	0.2772638822
921	0.2771956807
922	0.2771335644
923	0.2770669327
924	0.2770195052
925	0.2769681783
926	0.2769164984
927	0.2768485779
928	0.2768039689
929	0.2767446776
930	0.2766873827
931	0.2766287597
932	0.2765628365
933	0.2765220872
934	0.2764745484
935	0.2764046156
936	0.2763560082
937	0.2762843629
938	0.2762380581
939	0.2761460736
940	0.2760893791
941	0.2760279525
942	0.2759537855
943	0.2759062073
944	0.2758651291
945	0.2758168929
946	0.2757897786
947	0.2757180916
948	0.2756764637
949	0.2756305892
950	0.2755855003
951	0.275524422
952	0.2754555841
953	0.275416369
954	0.2753646525
955	0.2753031132
956	0.2752478362
957	0.2751912263
958	0.2751470078
959	0.2751021421
960	0.2750535314
961	0.2749813915
962	0.2749344781
963	0.2748761631
964	0.2748260534
965	0.2747541753
966	0.2747011901
967	0.2746434208
968	0.2745983882
969	0.2745368997
970	0.2744838225
971	0.2744098046
972	0.2743312677
973	0.2742630889
974	0.2742013528
975	0.2741301628
976	0.2740998138
977	0.2740611051
978	0.2740055789
979	0.2739465202
980	0.2738778567
981	0.2738024587
982	0.273746676
983	0.273682172
984	0.2735949458
985	0.2734956925
986	0.2734417264
987	0.2733804906
988	0.2733198853
989	0.2732624712
990	0.2732087096
991	0.273168458
992	0.2731074303
993	0.2730548768
994	0.2729921033
995	0.2729285161
996	0.2728801741
997	0.2728129978
998	0.2727593336
999	0.2727056621
